id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1352496554246983680,1352496554246983680,1611295281000.0,2021-01-22 11:31:21,+0530,,Presenting Eicher LMD Reefer range of trucks. Ready for safe delivery of COVID-19 vaccinations.  Visit:  https://t.co/kJfLm10HYB  #EicherTrucksAndBuses #LMDTrucks  https://t.co/o40hMTdLS7,en,"['eichertrucksandbuses', 'lmdtrucks']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,5,11,https://twitter.com/ETBIndia/status/1352496554246983680,['http://bit.ly/3949LYG'],['https://pbs.twimg.com/media/EsUHpbkU4AEYlCH.jpg'],1,https://pbs.twimg.com/media/EsUHpbkU4AEYlCH.jpg,False,7,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1352257414045700098,1352257414045700098,1611238265000.0,2021-01-21 19:41:05,+0530,,Fixing breakdowns of your Eicher vehicles is now easier than ever.   Just pick up your phone and connect with our 24x7 Uptime services by dropping us a text on our WhatsApp number 8527653531 or connect on:  https://t.co/Ithh3QWefs   #EicherTrucksAndBuses #LifetimeSupportSolutions  https://t.co/eZG3vn3Jlz,en,"['eichertrucksandbuses', 'lifetimesupportsolutions']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,4,19,https://twitter.com/ETBIndia/status/1352257414045700098,['https://bit.ly/Web-optin'],[],1,https://pbs.twimg.com/media/EsQsyIRVkAE2a78.jpg,False,7,0,1,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1352101668154875904,1352101668154875904,1611201133000.0,2021-01-21 09:22:13,+0530,,"Opening Bell: Market opens higher with Sensex above 50,000 levels; Nifty above 14,700-mark. Gainers: Tata Motors (+3%), Bajaj Finance, Eicher Motor, Bajaj Auto (+1%). Losers: TCS, Adani Port stocks down marginally.  https://t.co/DJdMcYUI2Z #StockMarket #Nifty  #StocksInFocus",en,"['stockmarket', 'nifty', 'stocksinfocus']",[],125593434,125593434,IIFLMarkets,IIFLMarkets,4,09,https://twitter.com/IIFLMarkets/status/1352101668154875904,['https://www.indiainfoline.com/markets/live-news/2021-01-21/Live-News-Sensex-Nifty-live-stock-markets-bse-nse-futures-and-options-derivative-trading'],[],0,,False,1,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1352091910425501696,1352078315511803906,1611198806000.0,2021-01-21 08:43:26,+0530,,"@ashleyeicher @hunterkelly Love you, Eicher and Susie!! This hits home. We might be related! 😂😍",en,[],[],22869358,22869358,samcstephens,Sam,4,08,https://twitter.com/samcstephens/status/1352091910425501696,[],[],0,,False,0,1,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,"[{'screen_name': 'ashleyeicher', 'name': 'Ashley Eicher', 'id': '110075305'}, {'screen_name': 'hunterkelly', 'name': 'Hunter Kelly', 'id': '25160822'}]",,,,
1351918313815769089,1351918313815769089,1611157418000.0,2021-01-20 21:13:38,+0530,,The winner for Best Digital Content Awards under Most Consistent Excellence in Digital Publishing is Gold- New Emerging World of Journalism Pvt Ltd (NEWJ) Silver- Angel Broking by Qrius Bronze- Royal Enfield (A unit of EICHER MOTORS LIMITED)  https://t.co/gAVWlvWiU3,en,[],[],104455457,104455457,IAMAIForum,IAMAI,3,21,https://twitter.com/IAMAIForum/status/1351918313815769089,[],['https://pbs.twimg.com/media/EsL6hA_VEAIXRxt.jpg'],1,https://pbs.twimg.com/media/EsL6hA_VEAIXRxt.jpg,False,3,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1351160362448642055,1351160362448642055,1610976708000.0,2021-01-18 19:01:48,+0530,,"Drive miles ahead, non-stop with Eicher Pro 2080XP - a reliable partner for pure performance and supreme mileage on the road. #VoiceOfBadshah  Know more at:  https://t.co/b7at6I0oFa  #EicherTrucksAndBuses #LMDTrucks #EUTECH6  https://t.co/iCE0yK19Bw",en,"['voiceofbadshah', 'eichertrucksandbuses', 'lmdtrucks', 'eutech6']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,1,19,https://twitter.com/ETBIndia/status/1351160362448642055,['https://bit.ly/2XvEiIv'],[],1,https://pbs.twimg.com/media/EsBH4VoWMAQWbCO.jpg,False,6,0,2,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1349956261513670656,1349956261513670656,1610689628000.0,2021-01-15 11:17:08,+0530,,"Been driving on Chandigarh-Delhi hwy since 1966. On joining  IFS I had a Willys jeep with air cooled Eicher tractor engine. Noisy like hell, top speed 80 kmh, cruising speed 70. Time to Delhi 4 hrs. In 1983 had Volkswagen Rabbit, cruising at 100+. Time 3&amp;1/2 hrs. Since 2005",en,[],[],1401726968,1401726968,ambkcsingh,K. C. Singh,5,11,https://twitter.com/ambkcsingh/status/1349956261513670656,[],[],0,,False,89,8,8,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1349728383370838019,1349728383370838019,1610635297000.0,2021-01-14 20:11:37,+0530,,"Pascal Obispo / Claudio Capéo ""Déjeuner En Paix"" (Stephan Eicher) (Extrait) (2018) #Rediff #Taratata  https://t.co/Racjhx0166",fr,"['rediff', 'taratata']",[],108257287,108257287,Taratata,Taratata Officiel,4,20,https://twitter.com/Taratata/status/1349728383370838019,[],[],1,https://pbs.twimg.com/media/Du-jmLjWwAAv50c.jpg,False,24,0,7,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1349710358865473538,1349710358865473538,1610631000000.0,2021-01-14 19:00:00,+0530,,"Eicher delivered 50 buses to the Vasai-Virar Municipal Corporation!  Chief Guest, Shri. Eknath Shinde, Maharashtra Urban Development Minister inaugurated the event to bring ease in the life of the corporation.   Visit:  https://t.co/1UvrgclOJO   #EicherBuses #EicherTrucksAndBuses  https://t.co/ZCe6IUafiF",en,"['eicherbuses', 'eichertrucksandbuses']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,4,19,https://twitter.com/ETBIndia/status/1349710358865473538,['https://bit.ly/3nzZOq0'],"['https://pbs.twimg.com/media/Err24HgVgAA-FN6.jpg', 'https://pbs.twimg.com/media/Err24HgVkAQfptM.jpg', 'https://pbs.twimg.com/media/Err24HhVQAAtJbq.jpg']",1,https://pbs.twimg.com/media/Err24HgVgAA-FN6.jpg,False,14,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1349347969414406147,1349347969414406147,1610544600000.0,2021-01-13 19:00:00,+0530,,It's time to accelerate towards progress! DO MORE with the latest offering in our wide range of construction trucks - the all-new Eicher Pro 6035TM.  Know more about our HD range at:  https://t.co/OEHmv2vPyN   #EicherBSVI #EUTECH6 #HCVTrucks #EicherTrucksAndBuses #TrustTheExperts  https://t.co/fGOh9YvNif,en,"['eicherbsvi', 'eutech6', 'hcvtrucks', 'eichertrucksandbuses', 'trusttheexperts']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,3,19,https://twitter.com/ETBIndia/status/1349347969414406147,['https://bit.ly/38DYwVy'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1349343020450078720/pu/img/JWQnQrY0c0JBI-Kc.jpg,False,8,0,1,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1348818753836830722,1348818753836830722,1610418425000.0,2021-01-12 07:57:05,+0530,,"#CNBCTV18Market | CS maintains Outperform on Eicher Motors with target being raised to Rs 3,230/Sh  https://t.co/H2I2U7eWAW",en,['cnbctv18market'],[],44839509,44839509,CNBCTV18Live,CNBC-TV18,2,07,https://twitter.com/CNBCTV18Live/status/1348818753836830722,[],['https://pbs.twimg.com/media/Erf3f9XU0AE746k.jpg'],1,https://pbs.twimg.com/media/Erf3f9XU0AE746k.jpg,False,10,0,1,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1348268652290854912,1348268652290854912,1610287270000.0,2021-01-10 19:31:10,+0530,,"Here’s a look at how the project got started, what Eicher and Rogers’ plans are for the Detroit Community Fridge moving forward, and how you can get involved.  https://t.co/qVPCpsP1xq",en,[],[],15063139,15063139,Hour_Detroit,Hour Detroit Magazine,7,19,https://twitter.com/Hour_Detroit/status/1348268652290854912,['https://www.hourdetroit.com/eats-food/the-detroit-community-fridge-is-supplying-fresh-produce-to-locals/'],[],0,,False,3,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1348245749562281984,1348245749562281984,1610281810000.0,2021-01-10 18:00:10,+0530,,Choose Eicher Pro 2049 - the last mile delivery ka Badshah and get more profits. Truck aisa jo Life Badal De!  Know more at:  https://t.co/5olssPKPuD  #EicherTrucksAndBuses #LMDTrucks #Pro2049 #LifeBadalDe #EUTECH6  https://t.co/4ZIwOTEUJn,en,"['eichertrucksandbuses', 'lmdtrucks', 'pro2049', 'lifebadalde', 'eutech6']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,7,18,https://twitter.com/ETBIndia/status/1348245749562281984,['https://bit.ly/2ZKJZUk'],['https://pbs.twimg.com/media/ErXuXVfW8AYN11u.jpg'],1,https://pbs.twimg.com/media/ErXuXVfW8AYN11u.jpg,False,8,0,1,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347893422825172993,1347893422825172993,1610197809000.0,2021-01-09 18:40:09,+0530,,"Vijayawada City – On orders of Sri B.Sreenivasulu IPS, CP, Vijayawada Commissioner’s Task force apprehended 2 persons &amp; seized 1000 kgs of ganja  worth 70 Lakhs concealed under 500 bags&amp;also seized Eicher vehicle transporting from Visakhapatnam Dist to Zaheerabad.@APPOLICE100  https://t.co/2Y7FtWF54y",en,[],[],885551031362347008,885551031362347008,VjaCityPolice,Vijayawada City Police,6,18,https://twitter.com/VjaCityPolice/status/1347893422825172993,[],"['https://pbs.twimg.com/media/ErStxzWUUAY8aRH.jpg', 'https://pbs.twimg.com/media/ErSt6uCUYAET66C.jpg', 'https://pbs.twimg.com/media/ErSt6ucUUAEu0sl.jpg', 'https://pbs.twimg.com/media/ErSt6utUUAED_Hw.jpg']",1,https://pbs.twimg.com/media/ErStxzWUUAY8aRH.jpg,False,27,0,5,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347884959046930434,1347884959046930434,1610195791000.0,2021-01-09 18:06:31,+0530,,"Modernize your payments with Eicher's digital payment solution. Avail any service, pay online with just a click.   To know more WhatsApp us at 8527653531  #EicherTrucksAndBuses #LifetimeSupportSolutions #BSVI #EUTECH6  https://t.co/NYN5epH9ym",en,"['eichertrucksandbuses', 'lifetimesupportsolutions', 'bsvi', 'eutech6']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,6,18,https://twitter.com/ETBIndia/status/1347884959046930434,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1347884877647994882/pu/img/7Ns4hxHCBtNQKx7V.jpg,False,6,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347852685316288515,1347852685316288515,1610188096000.0,2021-01-09 15:58:16,+0530,,"#Interstate Ganja #Smuggling racket #Busted  – eight non-local #DrugPeddlers held – #Seized (650)-kgs of ganja, one eicher van, one #Maruthi ertiga, net cash Rs.60,000/- &amp; (10) mobile phones total worth Rs.83,60,000.  @TelanganaDGP @TelanganaCOPs @cyberabadpolice @hydcitypolice  https://t.co/kmep6AoMNo",en,"['interstate', 'smuggling', 'busted', 'drugpeddlers', 'seized', 'maruthi']",[],749934067118772225,749934067118772225,RachakondaCop,Rachakonda Police,6,15,https://twitter.com/RachakondaCop/status/1347852685316288515,[],"['https://pbs.twimg.com/media/ErSHUfPVcAIjaqp.png', 'https://pbs.twimg.com/media/ErSHV49U0AAD2aZ.png', 'https://pbs.twimg.com/media/ErSHY8SU0AIB2RF.jpg', 'https://pbs.twimg.com/media/ErSHcN6VgAUlciS.jpg']",1,https://pbs.twimg.com/media/ErSHUfPVcAIjaqp.png,False,16,1,7,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347504394498158592,1347504394498158592,1610105057000.0,2021-01-08 16:54:17,+0530,,A medical emergency for the Eicher family and a recipe for shoestring potato pie.  https://t.co/uAR2jbtINY,en,[],[],28489820,28489820,MansfieldNJ,MansfieldNewsJournal,5,16,https://twitter.com/MansfieldNJ/status/1347504394498158592,['https://www.mansfieldnewsjournal.com/story/news/2021/01/08/lovinas-amish-kitchen-medical-concerns-mount-eicher-family/6580609002/?utm_campaign=snd-autopilot'],[],0,,False,0,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347495932393259008,1347495780697788418,1610103040000.0,2021-01-08 16:20:40,+0530,,"#MarketThisWeek All Indices Give +ve Returns This Wk; IT &amp; Metal Top The List With 7% &amp; 8% Respectively  44 Of 50 Nifty Stocks Gain This Week; Hindalco, Tata Steel, Wipro, Eicher Top Gainers  Filatex, RVNL, FACT, Alkyl Amines, Shriram Trans, Inox Leisure Top Midcap Gainers  https://t.co/urduX5wOy7",en,['marketthisweek'],[],44839509,44839509,CNBCTV18Live,CNBC-TV18,5,16,https://twitter.com/CNBCTV18Live/status/1347495932393259008,[],['https://pbs.twimg.com/media/ErNEVuxUUAYdC2S.jpg'],1,https://pbs.twimg.com/media/ErNEVuxUUAYdC2S.jpg,False,11,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347494707987841027,1347493967407902720,1610102748000.0,2021-01-08 16:15:48,+0530,,"#MarketAtClose 16 Nifty Stocks Including Maruti, Infosys, Eicher &amp; HCL Tech Hit 52-week Highs  CLSA Has Sun Pharma As Top pick In Pharma Space, Stock Up Over 3%",en,['marketatclose'],[],44839509,44839509,CNBCTV18Live,CNBC-TV18,5,16,https://twitter.com/CNBCTV18Live/status/1347494707987841027,[],[],0,,False,2,1,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347480237131624449,1347479499588464640,1610099298000.0,2021-01-08 15:18:18,+0530,,#MarketsWithETNOW | Auto pack too is in focus with #Maruti and #Eicher in top gear!  https://t.co/qkJM6iXDTs,en,"['marketswithetnow', 'maruti', 'eicher']",[],225012752,225012752,ETNOWlive,ET NOW,5,15,https://twitter.com/ETNOWlive/status/1347480237131624449,[],"['https://pbs.twimg.com/media/ErM1-kCXAAEFUaJ.jpg', 'https://pbs.twimg.com/media/ErM1-4nW4AEqCGl.jpg']",1,https://pbs.twimg.com/media/ErM1-kCXAAEFUaJ.jpg,False,6,1,1,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347423388222906368,1347423388222906368,1610085744000.0,2021-01-08 11:32:24,+0530,,"Loading more power into the road construction projects of ABCI Infrastructures Pvt. Ltd. with the delivery of 10 Eicher Pro 6028T that have reached Paonta Sahib, Himachal Pradesh.  Visit:  https://t.co/6dGkaaHWiM  #ExperienceTheExtreme #TrustTheExperts #EicherTrucksAndBuses  https://t.co/Iid1LUvlsK",en,"['experiencetheextreme', 'trusttheexperts', 'eichertrucksandbuses']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,5,11,https://twitter.com/ETBIndia/status/1347423388222906368,['https://bit.ly/3hVAYQ0'],"['https://pbs.twimg.com/media/ErMCPR8UcAASZLN.jpg', 'https://pbs.twimg.com/media/ErMCPR8U0AEN1Zw.jpg', 'https://pbs.twimg.com/media/ErMCPR7UYAAy2mV.jpg']",1,https://pbs.twimg.com/media/ErMCPR8UcAASZLN.jpg,False,7,1,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1347061965747720194,1347061965747720194,1609999574000.0,2021-01-07 11:36:14,+0530,,#BuyNowSellNow | @kbbothra suggests a buy on Agro Tech Foods with high risk &amp; Eicher Motors with low risk. Here's the Target &amp; Stop Loss to keep in mind  https://t.co/R6EZjZbBy2,en,['buynowsellnow'],[],225012752,225012752,ETNOWlive,ET NOW,4,11,https://twitter.com/ETNOWlive/status/1347061965747720194,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1347060795675344905/img/7fBX4Nu6Reyx7Coj.jpg,False,1,0,2,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1346814174467244033,1346814174467244033,1609940496000.0,2021-01-06 19:11:36,+0530,,Powerful. Robust. Efficient. The new range of Eicher BSVI Heavy Duty Tippers along with customized site services is your perfect partner when it comes to high demanding applications like Iron Ore Mining.  Visit:  https://t.co/OD1UmSHZKZ  #EicherTrucksAndBuses #TrustTheExperts  https://t.co/Q16j278R6X,en,"['eichertrucksandbuses', 'trusttheexperts']",[],1685353908,1685353908,ETBIndia,Eicher Trucks&Buses,3,19,https://twitter.com/ETBIndia/status/1346814174467244033,['https://bit.ly/3bafBcA'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1346813175564361736/pu/img/Q-JCwtUWMNRJEMiS.jpg,False,8,0,2,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1346665412130340864,1346665412130340864,1609905028000.0,2021-01-06 09:20:28,+0530,,"Opening Bell: Market opens on a positive note; Nifty stands above 14,220 levels. Gainers: ONGC (+3%), Titan, GAIL (+2%), IOC (+1%). Losers: Eicher Motor, ITC, HDFC Life stocks down marginally.   https://t.co/fw4Af6nbfc #Nifty #stockmarketnews #StocksToWatch #stocksinnews",en,"['nifty', 'stockmarketnews', 'stockstowatch', 'stocksinnews']",[],125593434,125593434,IIFLMarkets,IIFLMarkets,3,09,https://twitter.com/IIFLMarkets/status/1346665412130340864,['https://www.indiainfoline.com/markets/live-news/2021-01-06/Live-News-Sensex-Nifty-live-stock-markets-bse-nse-futures-and-options-derivative-trading'],[],0,,False,1,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1346413375190945792,1346413375190945792,1609844938000.0,2021-01-05 16:38:58,+0530,,"David Eicher, Chef der Businessberatung #MüllersGarage, gibt eine Entscheidungshilfe für gestresste und zweifelnde #Agenturinhaber.  https://t.co/fSmTFbdCEB",de,"['müllersgarage', 'agenturinhaber']",[],17620455,17620455,Horizont,HORIZONT,2,16,https://twitter.com/Horizont/status/1346413375190945792,['https://www.horizont.net/agenturen/kommentare/dienstleister-in-der-corona-krise-warum-sich-der-verkauf-ihrer-agentur-jetzt-lohnen-koennte-188216?crefresh=1&utm_medium=Social&utm_source=Twitter#Echobox=1609833945'],[],0,,False,0,0,1,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1346368954273587200,1346368954273587200,1609834347000.0,2021-01-05 13:42:27,+0530,,"Buy Eicher Motors, target price Rs 2818:  ICICI Securities  #ETMarkets #DailyRecos #StockPicks #DailyPicks  https://t.co/ddnwg8eH69",en,"['etmarkets', 'dailyrecos', 'stockpicks', 'dailypicks']",[],81083096,81083096,ETMarkets,ETMarkets,2,13,https://twitter.com/ETMarkets/status/1346368954273587200,['https://ift.tt/394TuRY'],[],0,,False,2,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1346292014694817792,1346292014694817792,1609816003000.0,2021-01-05 08:36:43,+0530,,Bulls enjoying their ride on Eicher Motors 🏍   Find out why I feel the stocks has got 🔥   #Momentumisers #StockMarket #Nifty     https://t.co/WkrMhbWItJ,en,"['momentumisers', 'stockmarket', 'nifty']",[],188994965,188994965,Nigel__DSouza,Nigel D'Souza,2,08,https://twitter.com/Nigel__DSouza/status/1346292014694817792,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1346290819364339712/img/L-LwKu4wzHF4f4pr.jpg,False,22,2,4,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
1346290946099585024,1346290946099585024,1609815749000.0,2021-01-05 08:32:29,+0530,,Momentumisers | A fresh 52-week high is on the cards for Eicher Motors. @Nigel__Dsouza tells us why the stock is seeing strong momentum in trade.  https://t.co/uLOCeG9ABW,en,[],[],631810714,631810714,CNBCTV18News,CNBC-TV18,2,08,https://twitter.com/CNBCTV18News/status/1346290946099585024,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1346290819364339712/img/L-LwKu4wzHF4f4pr.jpg,False,4,0,0,,"""Eicher Motors"" OR ""Eicher""",,,,,,,[],,,,
